Date,Close,Open,High,Low,Vol.,Change %
"Apr 08, 1997",210.54,210.54,210.54,210.54,0,1.55%
"Apr 09, 1997",206.52,206.52,206.52,206.52,0,-1.91%
"Apr 10, 1997",202.83,202.83,202.83,202.83,0,-1.79%
"Apr 11, 1997",197.54,197.54,197.54,197.54,0,-2.61%
"Apr 14, 1997",201.33,201.33,201.33,201.33,0,1.92%
"Apr 15, 1997",200.38,200.38,200.38,200.38,0,-0.47%
"Apr 16, 1997",201.15,201.15,201.15,201.15,0,0.38%
"Apr 17, 1997",202.5,202.5,202.5,202.5,0,0.67%
"Apr 18, 1997",203.71,203.71,203.71,203.71,0,0.60%
"Apr 21, 1997",201.66,201.66,201.66,201.66,0,-1.01%
"Apr 22, 1997",205.78,205.78,205.78,205.78,0,2.04%
"Apr 23, 1997",210.29,210.29,210.29,210.29,0,2.19%
"Apr 24, 1997",213.22,213.22,213.22,213.22,0,1.39%
"Apr 25, 1997",208.63,208.63,208.63,208.63,0,-2.15%
"Apr 28, 1997",210.35,210.35,210.35,210.35,0,0.82%
"Apr 29, 1997",218.78,218.78,218.78,218.78,0,4.01%
"Apr 30, 1997",223.05,223.05,223.05,223.05,0,1.95%
"May 01, 1997",224.69,224.69,224.69,224.69,0,0.74%
"May 02, 1997",230.36,230.36,230.36,230.36,0,2.52%
"May 05, 1997",235.83,235.83,235.83,235.83,0,2.37%
"May 06, 1997",231.57,231.57,231.57,231.57,0,-1.81%
"May 07, 1997",230.18,230.18,230.18,230.18,0,-0.60%
"May 08, 1997",232.89,232.89,232.89,232.89,0,1.18%
"May 09, 1997",234.35,234.35,234.35,234.35,0,0.63%
"May 12, 1997",236.67,236.67,236.67,236.67,0,0.99%
"May 13, 1997",233.4,233.4,233.4,233.4,0,-1.38%
"May 14, 1997",233.95,233.95,233.95,233.95,0,0.24%
"May 15, 1997",238.62,238.62,238.62,238.62,0,2.00%
"May 16, 1997",232.2,232.2,232.2,232.2,0,-2.69%
"May 19, 1997",231.62,231.62,231.62,231.62,0,-0.25%
"May 20, 1997",238.24,238.24,238.24,238.24,0,2.86%
"May 21, 1997",241.18,241.18,241.18,241.18,0,1.23%
"May 22, 1997",239.39,239.39,239.39,239.39,0,-0.74%
"May 23, 1997",243.2,243.2,243.2,243.2,0,1.59%
"May 27, 1997",249.52,249.52,249.52,249.52,0,2.60%
"May 28, 1997",249.4,249.4,249.4,249.4,0,-0.05%
"May 29, 1997",245.15,245.15,245.15,245.15,0,-1.70%
"May 30, 1997",241.78,241.78,241.78,241.78,0,-1.37%
"Jun 02, 1997",243.56,243.56,243.56,243.56,0,0.74%
"Jun 03, 1997",234.58,234.58,234.58,234.58,0,-3.69%
"Jun 04, 1997",232.19,232.19,232.19,232.19,0,-1.02%
"Jun 05, 1997",233.71,233.71,233.71,233.71,0,0.65%
"Jun 06, 1997",239.08,239.08,239.08,239.08,0,2.30%
"Jun 09, 1997",242.08,242.08,242.08,242.08,0,1.25%
"Jun 10, 1997",238.59,238.59,238.59,238.59,0,-1.44%
"Jun 11, 1997",240.11,240.11,240.11,240.11,0,0.64%
"Jun 12, 1997",240.74,240.74,240.74,240.74,0,0.26%
"Jun 13, 1997",245,245,245,245,0,1.77%
"Jun 16, 1997",247.34,247.34,247.34,247.34,0,0.96%
"Jun 17, 1997",252.01,252.01,252.01,252.01,0,1.89%
"Jun 18, 1997",246.94,246.94,246.94,246.94,0,-2.01%
"Jun 19, 1997",248.94,248.94,248.94,248.94,0,0.81%
"Jun 20, 1997",249.17,249.17,249.17,249.17,0,0.09%
"Jun 23, 1997",245.49,245.49,245.49,245.49,0,-1.48%
"Jun 24, 1997",250.94,250.94,250.94,250.94,0,2.22%
"Jun 25, 1997",250.03,250.03,250.03,250.03,0,-0.36%
"Jun 26, 1997",246.6,246.6,246.6,246.6,0,-1.37%
"Jun 27, 1997",246.07,246.07,246.07,246.07,0,-0.21%
"Jun 30, 1997",245.95,245.95,245.95,245.95,0,-0.05%
"Jul 01, 1997",245.25,245.25,245.25,245.25,0,-0.28%
"Jul 02, 1997",250.79,250.79,250.79,250.79,0,2.26%
"Jul 03, 1997",254.69,254.69,254.69,254.69,0,1.56%
"Jul 07, 1997",256.05,256.05,256.05,256.05,0,0.53%
"Jul 08, 1997",260.66,260.66,260.66,260.66,0,1.80%
"Jul 09, 1997",263.65,263.65,263.65,263.65,0,1.15%
"Jul 10, 1997",263,263,263,263,0,-0.25%
"Jul 11, 1997",266.81,266.81,266.81,266.81,0,1.45%
"Jul 14, 1997",273.37,273.37,273.37,273.37,0,2.46%
"Jul 15, 1997",279.76,279.76,279.76,279.76,0,2.34%
"Jul 16, 1997",291.07,291.07,291.07,291.07,0,4.04%
"Jul 17, 1997",289.1,289.1,289.1,289.1,0,-0.68%
"Jul 18, 1997",282.87,282.87,282.87,282.87,0,-2.15%
"Jul 21, 1997",278.76,278.76,278.76,278.76,0,-1.45%
"Jul 22, 1997",286.36,286.36,286.36,286.36,0,2.73%
"Jul 23, 1997",289.3,289.3,289.3,289.3,0,1.03%
"Jul 24, 1997",289.12,289.12,289.12,289.12,0,-0.06%
"Jul 25, 1997",287.57,287.57,287.57,287.57,0,-0.54%
"Jul 28, 1997",284.52,284.52,284.52,284.52,0,-1.06%
"Jul 29, 1997",284.93,284.93,284.93,284.93,0,0.14%
"Jul 30, 1997",290.08,290.08,290.08,290.08,0,1.81%
"Jul 31, 1997",292.64,292.64,292.64,292.64,0,0.88%
"Aug 01, 1997",293.33,293.33,293.33,293.33,0,0.24%
"Aug 04, 1997",297.46,297.46,297.46,297.46,0,1.41%
"Aug 05, 1997",302.06,302.06,302.06,302.06,0,1.55%
"Aug 06, 1997",302.91,302.91,302.91,302.91,0,0.28%
"Aug 07, 1997",302.76,302.76,302.76,302.76,0,-0.05%
"Aug 08, 1997",296.83,296.83,296.83,296.83,0,-1.96%
"Aug 11, 1997",292.41,292.41,292.41,292.41,0,-1.49%
"Aug 12, 1997",289.99,289.99,289.99,289.99,0,-0.83%
"Aug 13, 1997",290.33,290.33,290.33,290.33,0,0.12%
"Aug 14, 1997",293.02,293.02,293.02,293.02,0,0.93%
"Aug 15, 1997",284.51,284.51,284.51,284.51,0,-2.90%
"Aug 18, 1997",288.39,288.39,288.39,288.39,0,1.36%
"Aug 19, 1997",297.39,297.39,297.39,297.39,0,3.12%
"Aug 20, 1997",302.49,302.49,302.49,302.49,0,1.71%
"Aug 21, 1997",296.7,296.7,296.7,296.7,0,-1.91%
"Aug 22, 1997",295.1,295.1,295.1,295.1,0,-0.54%
"Aug 25, 1997",294.17,294.17,294.17,294.17,0,-0.32%
"Aug 26, 1997",289.49,289.49,289.49,289.49,0,-1.59%
"Aug 27, 1997",288.44,288.44,288.44,288.44,0,-0.36%
"Aug 28, 1997",282.91,282.91,282.91,282.91,0,-1.92%
"Aug 29, 1997",283.34,283.34,283.34,283.34,0,0.15%
"Sep 02, 1997",292.37,292.37,292.37,292.37,0,3.19%
"Sep 03, 1997",291.07,291.07,291.07,291.07,0,-0.44%
"Sep 04, 1997",293.17,293.17,293.17,293.17,0,0.72%
"Sep 05, 1997",294.42,294.42,294.42,294.42,0,0.43%
"Sep 08, 1997",294.22,294.22,294.22,294.22,0,-0.07%
"Sep 09, 1997",294.59,294.59,294.59,294.59,0,0.13%
"Sep 10, 1997",287.4,287.4,287.4,287.4,0,-2.44%
"Sep 11, 1997",288.03,288.03,288.03,288.03,0,0.22%
"Sep 12, 1997",286.95,286.95,286.95,286.95,0,-0.37%
"Sep 15, 1997",279.88,279.88,279.88,279.88,0,-2.46%
"Sep 16, 1997",291.28,291.28,291.28,291.28,0,4.07%
"Sep 17, 1997",289.6,289.6,289.6,289.6,0,-0.58%
"Sep 18, 1997",289.16,289.16,289.16,289.16,0,-0.15%
"Sep 19, 1997",292.81,292.81,292.81,292.81,0,1.26%
"Sep 22, 1997",296.92,296.92,296.92,296.92,0,1.40%
"Sep 23, 1997",298.7,298.7,298.7,298.7,0,0.60%
"Sep 24, 1997",293.91,293.91,293.91,293.91,0,-1.60%
"Sep 25, 1997",291.51,291.51,291.51,291.51,0,-0.82%
"Sep 26, 1997",292.55,292.55,292.55,292.55,0,0.36%
"Sep 29, 1997",296.86,296.86,296.86,296.86,0,1.47%
"Sep 30, 1997",292.44,292.44,292.44,292.44,0,-1.49%
"Oct 01, 1997",292,292,292,292,0,-0.15%
"Oct 02, 1997",294.8,294.8,294.8,294.8,0,0.96%
"Oct 03, 1997",297.41,297.41,297.41,297.41,0,0.89%
"Oct 06, 1997",297.84,297.84,297.84,297.84,0,0.14%
"Oct 07, 1997",302.34,302.34,302.34,302.34,0,1.51%
"Oct 08, 1997",302.32,302.32,302.32,302.32,0,-0.01%
"Oct 09, 1997",302.04,302.04,302.04,302.04,0,-0.09%
"Oct 10, 1997",300.52,300.52,300.52,300.52,0,-0.50%
"Oct 13, 1997",300.67,300.67,300.67,300.67,0,0.05%
"Oct 14, 1997",297.99,297.99,297.99,297.99,0,-0.89%
"Oct 15, 1997",294.84,294.84,294.84,294.84,0,-1.06%
"Oct 16, 1997",287.78,287.78,287.78,287.78,0,-2.39%
"Oct 17, 1997",280.01,280.01,280.01,280.01,0,-2.70%
"Oct 20, 1997",283.59,283.59,283.59,283.59,0,1.28%
"Oct 21, 1997",290.5,290.5,290.5,290.5,0,2.44%
"Oct 22, 1997",288.18,288.18,288.18,288.18,0,-0.80%
"Oct 23, 1997",280.59,280.59,280.59,280.59,0,-2.63%
"Oct 24, 1997",274.99,274.99,274.99,274.99,0,-2.00%
"Oct 27, 1997",253.07,253.07,253.07,253.07,0,-7.97%
"Oct 28, 1997",273.38,273.38,273.38,273.38,0,8.03%
"Oct 29, 1997",268.48,268.48,268.48,268.48,0,-1.79%
"Oct 30, 1997",259.37,259.37,259.37,259.37,0,-3.39%
"Oct 31, 1997",265.49,265.49,265.49,265.49,0,2.36%
"Nov 03, 1997",274.07,274.07,274.07,274.07,0,3.23%
"Nov 04, 1997",275.26,275.26,275.26,275.26,0,0.43%
"Nov 05, 1997",275.02,275.02,275.02,275.02,0,-0.09%
"Nov 06, 1997",270.2,270.2,270.2,270.2,0,-1.75%
"Nov 07, 1997",267.29,267.29,267.29,267.29,0,-1.08%
"Nov 10, 1997",261.66,261.66,261.66,261.66,0,-2.11%
"Nov 11, 1997",261.17,261.17,261.17,261.17,0,-0.19%
"Nov 12, 1997",252.82,252.82,252.82,252.82,0,-3.20%
"Nov 13, 1997",259.59,259.59,259.59,259.59,0,2.68%
"Nov 14, 1997",265.3,265.3,265.3,265.3,0,2.20%
"Nov 17, 1997",273.04,273.04,273.04,273.04,0,2.92%
"Nov 18, 1997",268.8,268.8,268.8,268.8,0,-1.55%
"Nov 19, 1997",268.91,268.91,268.91,268.91,0,0.04%
"Nov 20, 1997",275.26,275.26,275.26,275.26,0,2.36%
"Nov 21, 1997",273.89,273.89,273.89,273.89,0,-0.50%
"Nov 24, 1997",266.01,266.01,266.01,266.01,0,-2.88%
"Nov 25, 1997",268.64,268.64,268.64,268.64,0,0.99%
"Nov 26, 1997",270.81,270.81,270.81,270.81,0,0.81%
"Nov 28, 1997",272.01,272.01,272.01,272.01,0,0.44%
"Dec 01, 1997",280.94,280.94,280.94,280.94,0,3.28%
"Dec 02, 1997",273.68,273.68,273.68,273.68,0,-2.58%
"Dec 03, 1997",274.74,274.74,274.74,274.74,0,0.39%
"Dec 04, 1997",271.37,271.37,271.37,271.37,0,-1.23%
"Dec 05, 1997",277.8,277.8,277.8,277.8,0,2.37%
"Dec 08, 1997",280.69,280.69,280.69,280.69,0,1.04%
"Dec 09, 1997",270.72,270.72,270.72,270.72,0,-3.55%
"Dec 10, 1997",264.71,264.71,264.71,264.71,0,-2.22%
"Dec 11, 1997",254.59,254.59,254.59,254.59,0,-3.82%
"Dec 12, 1997",249.57,249.57,249.57,249.57,0,-1.97%
"Dec 15, 1997",250.49,250.49,250.49,250.49,0,0.37%
"Dec 16, 1997",255.12,255.12,255.12,255.12,0,1.85%
"Dec 17, 1997",252.39,252.39,252.39,252.39,0,-1.07%
"Dec 18, 1997",247.61,247.61,247.61,247.61,0,-1.89%
"Dec 19, 1997",247.99,247.99,247.99,247.99,0,0.15%
"Dec 22, 1997",250.87,250.87,250.87,250.87,0,1.16%
"Dec 23, 1997",244.1,244.1,244.1,244.1,0,-2.70%
"Dec 24, 1997",241.77,241.77,241.77,241.77,0,-0.95%
"Dec 26, 1997",244.45,244.45,244.45,244.45,0,1.11%
"Dec 29, 1997",250.63,250.63,250.63,250.63,0,2.53%
"Dec 30, 1997",254.74,254.74,254.74,254.74,0,1.64%
"Dec 31, 1997",254.73,254.73,254.73,254.73,0,0.00%
"Jan 02, 1998",261.34,261.34,261.34,261.34,0,2.59%
"Jan 05, 1998",264.23,264.23,264.23,264.23,0,1.11%
"Jan 06, 1998",262.09,262.09,262.09,262.09,0,-0.81%
"Jan 07, 1998",257.62,257.62,257.62,257.62,0,-1.71%
"Jan 08, 1998",258.27,258.27,258.27,258.27,0,0.25%
"Jan 09, 1998",247.63,247.63,247.63,247.63,0,-4.12%
"Jan 12, 1998",250.82,250.82,250.82,250.82,0,1.29%
"Jan 13, 1998",258.47,258.47,258.47,258.47,0,3.05%
"Jan 14, 1998",257.99,257.99,257.99,257.99,0,-0.19%
"Jan 15, 1998",257.57,257.57,257.57,257.57,0,-0.16%
"Jan 16, 1998",259.54,259.54,259.54,259.54,0,0.76%
"Jan 20, 1998",265.82,265.82,265.82,265.82,0,2.42%
"Jan 21, 1998",263.96,263.96,263.96,263.96,0,-0.70%
"Jan 22, 1998",261.82,261.82,261.82,261.82,0,-0.81%
"Jan 23, 1998",262.53,262.53,262.53,262.53,0,0.27%
"Jan 26, 1998",261.21,261.21,261.21,261.21,0,-0.50%
"Jan 27, 1998",267.06,267.06,267.06,267.06,0,2.24%
"Jan 28, 1998",274,274,274,274,0,2.60%
"Jan 29, 1998",275.82,275.82,275.82,275.82,0,0.66%
"Jan 30, 1998",276.15,276.15,276.15,276.15,0,0.12%
"Feb 02, 1998",283.55,283.55,283.55,283.55,0,2.68%
"Feb 03, 1998",287.38,287.38,287.38,287.38,0,1.35%
"Feb 04, 1998",290.93,290.93,290.93,290.93,0,1.24%
"Feb 05, 1998",288.95,288.95,288.95,288.95,0,-0.68%
"Feb 06, 1998",291.83,291.83,291.83,291.83,0,1.00%
"Feb 09, 1998",289.34,289.34,289.34,289.34,0,-0.85%
"Feb 10, 1998",294.22,294.22,294.22,294.22,0,1.69%
"Feb 11, 1998",293.04,293.04,293.04,293.04,0,-0.40%
"Feb 12, 1998",292.89,292.89,292.89,292.89,0,-0.05%
"Feb 13, 1998",290.81,290.81,290.81,290.81,0,-0.71%
"Feb 17, 1998",288.39,288.39,288.39,288.39,0,-0.83%
"Feb 18, 1998",292.46,292.46,292.46,292.46,0,1.41%
"Feb 19, 1998",296.55,296.55,296.55,296.55,0,1.40%
"Feb 20, 1998",297.18,297.18,297.18,297.18,0,0.21%
"Feb 23, 1998",303.56,303.56,303.56,303.56,0,2.15%
"Feb 24, 1998",299.72,299.72,299.72,299.72,0,-1.26%
"Feb 25, 1998",306.08,306.08,306.08,306.08,0,2.12%
"Feb 26, 1998",307.37,307.37,307.37,307.37,0,0.42%
"Feb 27, 1998",304.83,304.83,304.83,304.83,0,-0.83%
"Mar 02, 1998",299.42,299.42,299.42,299.42,0,-1.77%
"Mar 03, 1998",297.05,297.05,297.05,297.05,0,-0.79%
"Mar 04, 1998",298.46,298.46,298.46,298.46,0,0.47%
"Mar 05, 1998",284.92,284.92,284.92,284.92,0,-4.54%
"Mar 06, 1998",291.5,291.5,291.5,291.5,0,2.31%
"Mar 09, 1998",281.51,281.51,281.51,281.51,0,-3.43%
"Mar 10, 1998",286.33,286.33,286.33,286.33,0,1.71%
"Mar 11, 1998",288.44,288.44,288.44,288.44,0,0.74%
"Mar 12, 1998",291.88,291.88,291.88,291.88,0,1.19%
"Mar 13, 1998",292.63,292.63,292.63,292.63,0,0.26%
"Mar 16, 1998",295.21,295.21,295.21,295.21,0,0.88%
"Mar 17, 1998",291.54,291.54,291.54,291.54,0,-1.24%
"Mar 18, 1998",294.1,294.1,294.1,294.1,0,0.88%
"Mar 19, 1998",296,296,296,296,0,0.65%
"Mar 20, 1998",292.73,292.73,292.73,292.73,0,-1.10%
"Mar 23, 1998",296.07,296.07,296.07,296.07,0,1.14%
"Mar 24, 1998",300.67,300.67,300.67,300.67,0,1.55%
"Mar 25, 1998",307.02,307.02,307.02,307.02,0,2.11%
"Mar 26, 1998",308.01,308.01,308.01,308.01,0,0.32%
"Mar 27, 1998",307.18,307.18,307.18,307.18,0,-0.27%
"Mar 30, 1998",305.43,305.43,305.43,305.43,0,-0.57%
"Mar 31, 1998",309.47,309.47,309.47,309.47,0,1.32%
"Apr 01, 1998",312.01,312.01,312.01,312.01,0,0.82%
"Apr 02, 1998",313.48,313.48,313.48,313.48,0,0.47%
"Apr 03, 1998",314.12,314.12,314.12,314.12,0,0.20%
"Apr 06, 1998",307.1,307.1,307.1,307.1,0,-2.23%
"Apr 07, 1998",299.02,299.02,299.02,299.02,0,-2.63%
"Apr 08, 1998",301.98,301.98,301.98,301.98,0,0.99%
"Apr 09, 1998",303.95,303.95,303.95,303.95,0,0.65%
"Apr 13, 1998",302.83,302.83,302.83,302.83,0,-0.37%
"Apr 14, 1998",306.49,306.49,306.49,306.49,0,1.21%
"Apr 15, 1998",313.25,313.25,313.25,313.25,0,2.21%
"Apr 16, 1998",310.02,310.02,310.02,310.02,0,-1.03%
"Apr 17, 1998",312.01,312.01,312.01,312.01,0,0.64%
"Apr 20, 1998",318.26,318.26,318.26,318.26,0,2.00%
"Apr 21, 1998",326.13,326.13,326.13,326.13,0,2.47%
"Apr 22, 1998",332.36,332.36,332.36,332.36,0,1.91%
"Apr 23, 1998",326.38,326.38,326.38,326.38,0,-1.80%
"Apr 24, 1998",327.36,327.36,327.36,327.36,0,0.30%
"Apr 27, 1998",320.06,320.06,320.06,320.06,0,-2.23%
"Apr 28, 1998",319.94,319.94,319.94,319.94,0,-0.04%
"Apr 29, 1998",323.93,323.93,323.93,323.93,0,1.25%
"Apr 30, 1998",326.59,326.59,326.59,326.59,0,0.82%
"May 01, 1998",328.37,328.37,328.37,328.37,0,0.55%
"May 04, 1998",328.17,328.17,328.17,328.17,0,-0.06%
"May 05, 1998",328.54,328.54,328.54,328.54,0,0.11%
"May 06, 1998",326.4,326.4,326.4,326.4,0,-0.65%
"May 07, 1998",324,324,324,324,0,-0.74%
"May 08, 1998",331.66,331.66,331.66,331.66,0,2.36%
"May 11, 1998",327.35,327.35,327.35,327.35,0,-1.30%
"May 12, 1998",332.14,332.14,332.14,332.14,0,1.46%
"May 13, 1998",334.79,334.79,334.79,334.79,0,0.80%
"May 14, 1998",332.12,332.12,332.12,332.12,0,-0.80%
"May 15, 1998",326.2,326.2,326.2,326.2,0,-1.78%
"May 18, 1998",323.31,323.31,323.31,323.31,0,-0.89%
"May 19, 1998",325.57,325.57,325.57,325.57,0,0.70%
"May 20, 1998",321.08,321.08,321.08,321.08,0,-1.38%
"May 21, 1998",317.62,317.62,317.62,317.62,0,-1.08%
"May 22, 1998",315.23,315.23,315.23,315.23,0,-0.75%
"May 26, 1998",310.52,310.52,310.52,310.52,0,-1.49%
"May 27, 1998",312.93,312.93,312.93,312.93,0,0.78%
"May 28, 1998",312.37,312.37,312.37,312.37,0,-0.18%
"May 29, 1998",305.93,305.93,305.93,305.93,0,-2.06%
"Jun 01, 1998",299,299,299,299,0,-2.27%
"Jun 02, 1998",304.82,304.82,304.82,304.82,0,1.95%
"Jun 03, 1998",298.35,298.35,298.35,298.35,0,-2.12%
"Jun 04, 1998",306.33,306.33,306.33,306.33,0,2.67%
"Jun 05, 1998",310.64,310.64,310.64,310.64,0,1.41%
"Jun 08, 1998",311.41,311.41,311.41,311.41,0,0.25%
"Jun 09, 1998",315.46,315.46,315.46,315.46,0,1.30%
"Jun 10, 1998",309.82,309.82,309.82,309.82,0,-1.79%
"Jun 11, 1998",305.5,305.5,305.5,305.5,0,-1.39%
"Jun 12, 1998",306.06,306.06,306.06,306.06,0,0.18%
"Jun 15, 1998",299.4,299.4,299.4,299.4,0,-2.18%
"Jun 16, 1998",307.67,307.67,307.67,307.67,0,2.76%
"Jun 17, 1998",308.84,308.84,308.84,308.84,0,0.38%
"Jun 18, 1998",308.09,308.09,308.09,308.09,0,-0.24%
"Jun 19, 1998",309.73,309.73,309.73,309.73,0,0.53%
"Jun 22, 1998",316.06,316.06,316.06,316.06,0,2.04%
"Jun 23, 1998",325.97,325.97,325.97,325.97,0,3.14%
"Jun 24, 1998",333.42,333.42,333.42,333.42,0,2.29%
"Jun 25, 1998",329.97,329.97,329.97,329.97,0,-1.03%
"Jun 26, 1998",332.41,332.41,332.41,332.41,0,0.74%
"Jun 29, 1998",337.35,337.35,337.35,337.35,0,1.49%
"Jun 30, 1998",335.89,335.89,335.89,335.89,0,-0.43%
"Jul 01, 1998",339.59,339.59,339.59,339.59,0,1.10%
"Jul 02, 1998",332.65,332.65,332.65,332.65,0,-2.04%
"Jul 06, 1998",335.7,335.7,335.7,335.7,0,0.92%
"Jul 07, 1998",336.82,336.82,336.82,336.82,0,0.33%
"Jul 08, 1998",343.89,343.89,343.89,343.89,0,2.10%
"Jul 09, 1998",346.53,346.53,346.53,346.53,0,0.77%
"Jul 10, 1998",348.34,348.34,348.34,348.34,0,0.52%
"Jul 13, 1998",356.2,356.2,356.2,356.2,0,2.26%
"Jul 14, 1998",354.14,354.14,354.14,354.14,0,-0.58%
"Jul 15, 1998",360.61,360.61,360.61,360.61,0,1.83%
"Jul 16, 1998",363.04,363.04,363.04,363.04,0,0.67%
"Jul 17, 1998",366.76,366.76,366.76,366.76,0,1.02%
"Jul 20, 1998",370.41,370.41,370.41,370.41,0,1.00%
"Jul 21, 1998",365.08,365.08,365.08,365.08,0,-1.44%
"Jul 22, 1998",360.69,360.69,360.69,360.69,0,-1.20%
"Jul 23, 1998",353.02,353.02,353.02,353.02,0,-2.13%
"Jul 24, 1998",352.06,352.06,352.06,352.06,0,-0.27%
"Jul 27, 1998",356.89,356.89,356.89,356.89,0,1.37%
"Jul 28, 1998",352.03,352.03,352.03,352.03,0,-1.36%
"Jul 29, 1998",347.03,347.03,347.03,347.03,0,-1.42%
"Jul 30, 1998",359.62,359.62,359.62,359.62,0,3.63%
"Jul 31, 1998",350.48,350.48,350.48,350.48,0,-2.54%
"Aug 03, 1998",349.09,349.09,349.09,349.09,0,-0.40%
"Aug 04, 1998",336.04,336.04,336.04,336.04,0,-3.74%
"Aug 05, 1998",341.05,341.05,341.05,341.05,0,1.49%
"Aug 06, 1998",349.96,349.96,349.96,349.96,0,2.61%
"Aug 07, 1998",348.55,348.55,348.55,348.55,0,-0.40%
"Aug 10, 1998",347.26,347.26,347.26,347.26,0,-0.37%
"Aug 11, 1998",340.98,340.98,340.98,340.98,0,-1.81%
"Aug 12, 1998",346.5,346.5,346.5,346.5,0,1.62%
"Aug 13, 1998",341.58,341.58,341.58,341.58,0,-1.42%
"Aug 14, 1998",339.96,339.96,339.96,339.96,0,-0.47%
"Aug 17, 1998",348.52,348.52,348.52,348.52,0,2.52%
"Aug 18, 1998",357.46,357.46,357.46,357.46,0,2.57%
"Aug 19, 1998",356.16,356.16,356.16,356.16,0,-0.36%
"Aug 20, 1998",354.82,354.82,354.82,354.82,0,-0.38%
"Aug 21, 1998",350.29,350.29,350.29,350.29,0,-1.28%
"Aug 24, 1998",349.84,349.84,349.84,349.84,0,-0.13%
