Date,Close,Open,High,Low,Vol.,Change %
"Apr 20, 2007",367.54,364.64,368.67,364.64,9.42M,0.80%
"Apr 23, 2007",366.32,367.54,367.77,365.85,7.10M,-0.33%
"Apr 24, 2007",369.15,366.32,370.65,366.32,10.97M,0.77%
"Apr 25, 2007",372.88,369.15,373.01,368.72,12.24M,1.01%
"Apr 26, 2007",373.57,372.86,375.27,372.86,9.88M,0.19%
"Apr 27, 2007",375.04,373.57,376.36,373.37,8.39M,0.39%
"Apr 30, 2007",371.38,375.04,376.15,371.37,7.81M,-0.98%
"May 01, 2007",373.12,371.38,373.22,369.98,9.30M,0.47%
"May 02, 2007",375.51,373.12,376.46,373.06,8.34M,0.64%
"May 03, 2007",377.62,375.51,378.7,375.51,8.34M,0.56%
"May 04, 2007",378.58,377.62,379.9,377.39,9.96M,0.25%
"May 07, 2007",379.03,378.58,379.61,378.39,6.43M,0.12%
"May 08, 2007",380.75,378.92,381.12,377.69,7.99M,0.45%
"May 09, 2007",380.93,380.75,381.63,377.89,8.65M,0.05%
"May 10, 2007",376.86,380.93,381.42,376.4,8.63M,-1.07%
"May 11, 2007",381.79,376.85,381.87,376.85,6.85M,1.31%
"May 14, 2007",379.96,381.79,383.06,378.1,8.51M,-0.48%
"May 15, 2007",377.03,379.96,381.82,376.82,8.59M,-0.77%
"May 16, 2007",380.95,377.03,380.95,376.22,8.69M,1.04%
"May 17, 2007",379.72,380.95,381.88,378.9,8.81M,-0.32%
"May 18, 2007",382.16,379.72,382.16,379.72,8.60M,0.64%
"May 21, 2007",383.84,382.16,385.68,381.96,7.75M,0.44%
"May 22, 2007",384.73,383.84,385.82,382.88,7.59M,0.23%
"May 23, 2007",381.51,384.73,385.34,381.35,8.03M,-0.84%
"May 24, 2007",375.05,381.51,382.61,374.01,10.87M,-1.69%
"May 25, 2007",378.77,375.05,379.39,375.05,6.34M,0.99%
"May 28, 2007",378.77,378.77,378.77,378.77,-,0.00%
"May 29, 2007",381.06,378.77,382.39,378.64,7.82M,0.60%
"May 30, 2007",384.25,381.05,384.34,377.61,8.86M,0.84%
"May 31, 2007",385.78,384.25,386.38,384.25,9.80M,0.40%
"Jun 01, 2007",386.39,385.78,389.32,385.78,8.07M,0.16%
"Jun 04, 2007",387.48,386.39,387.95,384.75,8.63M,0.28%
"Jun 05, 2007",386.96,387.48,387.48,384.17,10.23M,-0.13%
"Jun 06, 2007",383.18,386.96,386.96,382.17,9.05M,-0.98%
"Jun 07, 2007",376.66,383.18,383.36,376.61,10.11M,-1.70%
"Jun 08, 2007",382.54,376.66,382.59,376.58,9.26M,1.56%
"Jun 11, 2007",381.65,382.5,384.07,381.39,7.07M,-0.23%
"Jun 12, 2007",378.41,381.64,382.98,378.3,9.08M,-0.85%
"Jun 13, 2007",383.62,378.36,383.63,378.36,9.41M,1.38%
"Jun 14, 2007",386.36,383.62,387.58,383.48,8.63M,0.71%
"Jun 15, 2007",390,386.36,390.65,386.36,11.63M,0.94%
"Jun 18, 2007",391.1,390,391.62,389.36,7.54M,0.28%
"Jun 19, 2007",390.95,391.1,391.94,388.76,8.17M,-0.04%
"Jun 20, 2007",386.96,386.96,386.96,386.96,8.72M,-1.02%
"Jun 21, 2007",391.49,386.96,391.84,386.11,9.39M,1.17%
"Jun 22, 2007",386.63,391.49,391.49,386.26,9.65M,-1.24%
"Jun 25, 2007",385.6,386.63,389.79,383.98,8.26M,-0.27%
"Jun 26, 2007",384.79,385.6,387.68,383.34,8.58M,-0.21%
"Jun 27, 2007",389.43,384.79,389.76,383.12,8.45M,1.21%
"Jun 28, 2007",389.51,389.42,392.24,389.34,8.79M,0.02%
"Jun 29, 2007",388.21,389.51,391.98,385.4,9.74M,-0.33%
"Jul 02, 2007",391.4,388.21,391.47,388.21,6.60M,0.82%
"Jul 03, 2007",394.28,391.4,394.29,391.4,4.14M,0.74%
"Jul 05, 2007",397.05,394.28,397.44,393.88,6.51M,0.70%
"Jul 06, 2007",398.46,397.05,398.99,395.87,6.41M,0.36%
"Jul 09, 2007",398.35,398.46,398.89,397.1,7.66M,-0.03%
"Jul 10, 2007",395.57,398.35,398.91,395.4,8.96M,-0.70%
"Jul 11, 2007",397.53,395.57,397.67,394.48,7.62M,0.50%
"Jul 12, 2007",406.32,397.53,406.32,397.53,10.71M,2.21%
"Jul 13, 2007",406.1,406.32,406.34,404.41,7.41M,-0.05%
"Jul 16, 2007",406.83,406.1,408.28,405.12,7.00M,0.18%
"Jul 17, 2007",409.67,406.83,411.2,406.83,9.87M,0.70%
"Jul 18, 2007",406.62,409.67,409.67,402.62,9.79M,-0.74%
"Jul 19, 2007",411.85,406.62,413.09,406.62,10.44M,1.29%
"Jul 20, 2007",407.6,411.85,411.85,405.65,10.09M,-1.03%
"Jul 23, 2007",408.87,407.6,411.07,407.6,7.95M,0.31%
"Jul 24, 2007",402.74,408.87,409.61,402.03,10.33M,-1.50%
"Jul 25, 2007",403.03,402.74,404.99,400.46,9.69M,0.07%
"Jul 26, 2007",397.62,403.03,403.1,391.88,13.39M,-1.34%
"Jul 27, 2007",390.96,397.6,399.32,390.95,11.17M,-1.67%
"Jul 30, 2007",393.34,390.96,394.5,389.24,9.37M,0.61%
"Jul 31, 2007",386.44,393.34,396.47,386.25,11.68M,-1.75%
"Aug 01, 2007",390.34,386.44,390.84,383.73,11.94M,1.01%
"Aug 02, 2007",393.87,390.34,394.99,389.9,9.53M,0.90%
"Aug 03, 2007",384.77,393.87,393.87,384.76,9.88M,-2.31%
"Aug 06, 2007",390.61,384.77,390.61,383.85,10.49M,1.52%
"Aug 07, 2007",390.42,390.61,393.61,384.73,10.33M,-0.05%
"Aug 08, 2007",397.17,390.32,398.76,390.32,12.03M,1.73%
"Aug 09, 2007",386.62,397.17,397.75,386.62,12.95M,-2.66%
"Aug 10, 2007",386.31,386.62,389.35,379.67,12.42M,-0.08%
"Aug 13, 2007",388.1,386.31,391.13,386.31,8.90M,0.46%
"Aug 14, 2007",381.66,388.1,390.08,381.59,9.12M,-1.66%
"Aug 15, 2007",374.95,381.66,384.43,374.68,9.98M,-1.76%
"Aug 16, 2007",371.81,374.95,374.95,362.87,13.98M,-0.84%
"Aug 17, 2007",379.37,371.81,381.37,371.81,10.76M,2.03%
"Aug 20, 2007",379.27,379.37,381.26,376.9,7.16M,-0.03%
"Aug 21, 2007",380.9,379.27,382.73,377.72,7.66M,0.43%
"Aug 22, 2007",385.07,380.9,385.43,380.9,7.91M,1.09%
"Aug 23, 2007",385.78,385.07,386.87,382.9,6.94M,0.18%
"Aug 24, 2007",391.58,385.78,391.58,384.23,7.67M,1.50%
"Aug 27, 2007",389.16,391.56,391.56,388.85,5.78M,-0.62%
"Aug 28, 2007",380.75,389.16,389.16,380.51,6.92M,-2.16%
"Aug 29, 2007",391.03,380.74,391.16,380.74,7.36M,2.70%
"Aug 30, 2007",392.49,391.03,396.45,388.75,7.99M,0.37%
"Aug 31, 2007",397.04,392.49,398.13,392.49,7.03M,1.16%
"Sep 04, 2007",403.23,397.04,406.03,396.84,8.66M,1.56%
"Sep 05, 2007",399.75,403.23,403.23,397.95,8.09M,-0.86%
"Sep 06, 2007",400.88,399.75,401.9,397.3,7.33M,0.28%
"Sep 07, 2007",392.77,400.88,400.88,391.21,8.35M,-2.02%
"Sep 10, 2007",393.1,392.73,397.17,390.18,8.04M,0.08%
"Sep 11, 2007",398.72,393.1,399.66,393.1,7.49M,1.43%
"Sep 12, 2007",396.29,398.67,400.6,395.84,8.33M,-0.61%
"Sep 13, 2007",396.5,396.29,398.67,395.76,7.03M,0.05%
"Sep 14, 2007",395.32,396.5,396.5,392.68,6.98M,-0.30%
"Sep 17, 2007",393.3,395.32,395.32,392.13,6.34M,-0.51%
"Sep 18, 2007",401.27,393.3,401.27,393.3,8.74M,2.03%
"Sep 19, 2007",402.61,401.27,404.79,400.59,9.29M,0.33%
"Sep 20, 2007",402.91,402.61,404.47,401.47,7.63M,0.07%
"Sep 21, 2007",405.96,402.91,407.45,402.91,10.38M,0.76%
"Sep 24, 2007",407.12,405.96,410.89,405.96,8.82M,0.29%
"Sep 25, 2007",411.3,407.12,411.48,406,8.19M,1.03%
"Sep 26, 2007",412.16,411.3,414.62,411.21,8.71M,0.21%
"Sep 27, 2007",412.7,412.16,414.22,412.16,6.34M,0.13%
"Sep 28, 2007",411.97,412.69,413.51,410.35,6.24M,-0.18%
"Oct 01, 2007",417.57,411.97,418.4,411.97,6.81M,1.36%
"Oct 02, 2007",418.04,417.57,418.28,416.22,6.46M,0.11%
"Oct 03, 2007",414.05,418.04,418.04,412.39,7.06M,-0.95%
"Oct 04, 2007",413.57,414.05,414.51,411.05,6.11M,-0.12%
"Oct 05, 2007",418.82,413.57,419.58,413.57,7.04M,1.27%
"Oct 08, 2007",422,418.82,422.08,418,5.62M,0.76%
"Oct 09, 2007",424.31,422,424.65,420.98,7.17M,0.55%
"Oct 10, 2007",425.59,424.31,426.09,423.37,6.81M,0.30%
"Oct 11, 2007",420.07,420.07,420.07,420.07,10.00M,-1.30%
"Oct 12, 2007",424.77,420.07,425.08,420.07,6.55M,1.12%
"Oct 15, 2007",421.76,424.77,425.76,419.27,7.32M,-0.71%
"Oct 16, 2007",420.27,421.76,423.12,419.62,8.11M,-0.35%
"Oct 17, 2007",426.63,420.27,427.38,420.27,10.41M,1.51%
"Oct 18, 2007",427.22,426.63,427.99,423.23,7.85M,0.14%
"Oct 19, 2007",416.04,427.22,427.49,415.82,10.10M,-2.62%
"Oct 22, 2007",420,416.04,420.16,412.85,7.43M,0.95%
"Oct 23, 2007",425.8,420,425.85,419.95,8.53M,1.38%
"Oct 24, 2007",421.18,425.8,425.8,412.9,10.76M,-1.09%
"Oct 25, 2007",419.77,421.18,424.9,417.1,11.75M,-0.33%
"Oct 26, 2007",429.67,419.77,430.69,419.77,11.03M,2.36%
"Oct 29, 2007",431.41,429.64,432.91,429.64,8.69M,0.40%
"Oct 30, 2007",433.95,431.41,435.86,430.34,7.46M,0.59%
"Oct 31, 2007",441.36,433.95,441.57,433.95,9.81M,1.71%
"Nov 01, 2007",433.95,441.36,441.36,433.53,9.58M,-1.68%
"Nov 02, 2007",437.5,433.95,437.92,431.84,8.41M,0.82%
"Nov 05, 2007",435.96,437.5,438.03,432.55,8.25M,-0.35%
"Nov 06, 2007",440.08,435.96,440.14,433.66,10.83M,0.95%
"Nov 07, 2007",428.57,439.97,439.97,428.49,10.58M,-2.62%
"Nov 08, 2007",411.93,428.57,428.57,405.55,14.74M,-3.88%
"Nov 09, 2007",398.71,411.93,411.93,398.31,12.61M,-3.21%
"Nov 12, 2007",392.68,398.71,402.03,392.59,9.68M,-1.51%
"Nov 13, 2007",408.29,392.66,408.41,392.66,9.48M,3.98%
"Nov 14, 2007",402.17,408.29,412.66,400.63,8.91M,-1.50%
"Nov 15, 2007",399.24,402.17,404.25,396.82,8.83M,-0.73%
"Nov 16, 2007",404.7,399.24,404.97,397.95,9.04M,1.37%
"Nov 19, 2007",398.65,404.7,405.42,397.6,7.46M,-1.49%
"Nov 20, 2007",400.41,398.65,406,393.46,9.71M,0.44%
"Nov 21, 2007",394.72,400.41,401.47,392.17,7.94M,-1.42%
"Nov 23, 2007",399.66,394.72,399.66,394.72,2.85M,1.25%
"Nov 26, 2007",389.82,399.66,402.61,389.5,7.74M,-2.46%
"Nov 27, 2007",395.77,389.82,397.3,389.82,8.31M,1.53%
"Nov 28, 2007",408.16,395.77,409.78,395.77,8.71M,3.13%
"Nov 29, 2007",409.75,408.16,411.09,406.37,6.86M,0.39%
"Nov 30, 2007",405.64,409.75,412.82,401.61,9.55M,-1.00%
"Dec 03, 2007",402.02,405.64,407.08,401.61,7.11M,-0.89%
"Dec 04, 2007",400.84,402.02,404.2,399.36,7.43M,-0.29%
"Dec 05, 2007",410.95,400.83,412.21,400.83,8.72M,2.52%
"Dec 06, 2007",416.88,410.95,417.06,410.95,6.82M,1.44%
"Dec 07, 2007",416.1,416.88,417.56,414.38,5.93M,-0.19%
"Dec 10, 2007",418.93,416.06,420.01,416.03,5.78M,0.68%
"Dec 11, 2007",410.91,418.93,422.85,410.25,8.11M,-1.91%
"Dec 12, 2007",415.44,410.85,420.84,409.66,8.52M,1.10%
"Dec 13, 2007",416.1,415.43,416.89,412.46,7.35M,0.16%
"Dec 14, 2007",411.41,416.1,416.47,411.02,6.62M,-1.13%
"Dec 17, 2007",402.57,411.41,411.41,402.48,6.90M,-2.15%
"Dec 18, 2007",404.72,402.57,407.11,399.24,6.88M,0.53%
"Dec 19, 2007",405.85,404.72,407.84,403.3,6.40M,0.28%
"Dec 20, 2007",412.43,405.85,413.33,405.85,6.60M,1.62%
"Dec 21, 2007",418.66,412.43,418.7,412.43,8.61M,1.51%
"Dec 24, 2007",422.23,418.66,422.78,418.54,2.57M,0.85%
"Dec 26, 2007",423.15,422.23,423.68,419.92,3.54M,0.22%
"Dec 27, 2007",416.26,423.14,423.14,415.95,4.45M,-1.63%
"Dec 28, 2007",416.49,416.26,419.38,413.64,4.27M,0.06%
"Dec 31, 2007",411.62,416.49,416.49,411.2,4.33M,-1.17%
"Jan 02, 2008",403.21,411.59,412.82,401.23,8.32M,-2.04%
"Jan 03, 2008",402.34,403.21,404.77,400.03,7.19M,-0.22%
"Jan 04, 2008",384.18,402.34,402.34,383.55,10.67M,-4.51%
"Jan 07, 2008",381.25,384.18,385.36,376.28,10.27M,-0.76%
"Jan 08, 2008",370.61,381.25,385.11,370.53,9.81M,-2.79%
"Jan 09, 2008",378.82,370.61,378.84,369.26,10.60M,2.22%
"Jan 10, 2008",380.04,378.81,382.44,374.55,10.04M,0.32%
"Jan 11, 2008",372.41,380.04,380.04,370.1,8.93M,-2.01%
"Jan 14, 2008",382.17,372.41,383.22,372.41,8.88M,2.62%
"Jan 15, 2008",373.19,382.17,382.17,372.38,10.02M,-2.35%
"Jan 16, 2008",365.13,373.19,373.19,360.45,15.05M,-2.16%
"Jan 17, 2008",359.32,365.13,369.14,358.12,12.23M,-1.59%
"Jan 18, 2008",360.77,359.32,367.44,358.85,12.43M,0.40%
"Jan 22, 2008",349.69,360.77,360.77,341.46,13.56M,-3.07%
"Jan 23, 2008",349.32,349.69,349.98,330.32,16.84M,-0.11%
"Jan 24, 2008",359.81,349.32,359.84,349.32,13.06M,3.00%
"Jan 25, 2008",353.57,359.81,368.87,353.02,11.86M,-1.73%
"Jan 28, 2008",355.06,353.57,356.06,350.8,8.78M,0.42%
"Jan 29, 2008",355.13,355.03,356.45,351.16,10.01M,0.02%
"Jan 30, 2008",355.35,355.13,361.5,352.86,10.70M,0.06%
"Jan 31, 2008",360.14,355.35,362.47,350.14,10.42M,1.35%
"Feb 01, 2008",363.18,360.14,363.96,356.85,15.95M,0.84%
"Feb 04, 2008",357.06,363.18,363.18,356.8,9.51M,-1.69%
"Feb 05, 2008",346.3,357.06,357.06,346.3,10.60M,-3.01%
"Feb 06, 2008",341.6,346.2,350.82,341.18,10.76M,-1.36%
"Feb 07, 2008",340.82,341.6,345.94,334.96,13.98M,-0.23%
"Feb 08, 2008",345.17,340.82,346.75,340.76,9.33M,1.28%
"Feb 11, 2008",349.03,345.17,350.07,344.99,9.14M,1.12%
"Feb 12, 2008",348.38,349.03,353.1,346.34,8.54M,-0.19%
"Feb 13, 2008",357.01,348.38,357.63,348.38,8.87M,2.48%
"Feb 14, 2008",349.75,357.01,357.01,349.53,8.29M,-2.03%
"Feb 15, 2008",347.9,349.74,349.95,346.17,7.10M,-0.53%
"Feb 19, 2008",344.28,347.9,352.29,343.2,7.89M,-1.04%
"Feb 20, 2008",350.25,344.28,351.27,343.27,8.29M,1.73%
"Feb 21, 2008",346.8,350.25,354.92,345.41,8.41M,-0.99%
"Feb 22, 2008",347.76,346.8,348.48,341.64,9.57M,0.28%
"Feb 25, 2008",349.91,347.76,351,345.66,8.83M,0.62%
"Feb 26, 2008",353.47,349.91,356,346.36,9.30M,1.02%
"Feb 27, 2008",356.33,353.47,357.78,350.29,8.64M,0.81%
"Feb 28, 2008",353.55,356.32,356.54,352.02,8.04M,-0.78%
"Feb 29, 2008",345.2,353.55,353.55,344.22,10.31M,-2.36%
"Mar 03, 2008",342.98,345.2,345.24,340.48,8.51M,-0.64%
"Mar 04, 2008",344.59,342.98,345.35,337.5,11.11M,0.47%
"Mar 05, 2008",347.38,344.58,349.6,343.97,8.80M,0.81%
"Mar 06, 2008",340.9,347.38,347.79,340.51,8.71M,-1.87%
"Mar 07, 2008",341.03,340.9,345.94,336.85,9.24M,0.04%
"Mar 10, 2008",337.81,340.99,343.65,337.76,7.85M,-0.94%
"Mar 11, 2008",350.02,337.8,350.03,337.8,9.33M,3.61%
"Mar 12, 2008",347.89,349.97,354.15,347.51,7.92M,-0.61%
"Mar 13, 2008",348.63,347.88,351.05,340.71,9.71M,0.21%
"Mar 14, 2008",341.21,348.63,351.06,338.29,10.00M,-2.13%
"Mar 17, 2008",339.7,341.21,343.61,334.89,9.12M,-0.44%
"Mar 18, 2008",353.9,339.69,353.9,339.69,9.20M,4.18%
"Mar 19, 2008",343.94,353.9,354.49,343.91,8.94M,-2.81%
"Mar 20, 2008",349.81,343.94,349.84,343.4,9.38M,1.71%
"Mar 24, 2008",359.22,349.81,361.49,349.81,7.45M,2.69%
"Mar 25, 2008",359.83,359.22,361.28,356.35,7.25M,0.17%
"Mar 26, 2008",355.91,359.83,359.83,353.43,8.44M,-1.09%
"Mar 27, 2008",347.52,355.9,355.9,347.28,8.47M,-2.36%
"Mar 28, 2008",346.02,347.52,352.47,345.25,7.09M,-0.43%
"Mar 31, 2008",348.36,346.02,349.82,345.24,7.17M,0.68%
"Apr 01, 2008",360.62,348.36,360.62,348.36,8.52M,3.52%
"Apr 02, 2008",359.06,360.62,363.16,356.43,7.81M,-0.43%
"Apr 03, 2008",359.52,359.06,361.24,355.1,8.13M,0.13%
"Apr 04, 2008",360.47,359.52,363.15,356.63,7.55M,0.26%
"Apr 07, 2008",359.31,360.47,363.83,358.53,6.91M,-0.32%
"Apr 08, 2008",355.66,359.31,359.31,354.45,7.24M,-1.02%
"Apr 09, 2008",354.75,355.66,356.77,352.27,7.52M,-0.26%
"Apr 10, 2008",360.16,354.73,362.1,354.73,8.24M,1.53%
"Apr 11, 2008",349.91,360.16,360.16,349.35,7.01M,-2.85%
"Apr 14, 2008",348.29,349.91,351.76,348.09,5.51M,-0.46%
"Apr 15, 2008",348.59,348.29,350.16,345.13,6.70M,0.09%
"Apr 16, 2008",359.34,348.59,359.8,348.59,8.05M,3.08%
"Apr 17, 2008",359.93,359.34,361.02,357.56,6.94M,0.16%
"Apr 18, 2008",372.02,359.93,373.9,359.93,8.87M,3.36%
"Apr 21, 2008",374.87,372.02,375.33,370.53,6.60M,0.77%
"Apr 22, 2008",370.34,374.87,374.87,367.77,7.61M,-1.21%
"Apr 23, 2008",375.5,370.34,376.88,370.34,8.98M,1.39%
"Apr 24, 2008",379.46,375.5,383.1,372.86,8.84M,1.05%
"Apr 25, 2008",375,379.46,379.57,370.32,7.92M,-1.18%
"Apr 28, 2008",373.48,374.97,375.86,372.95,6.42M,-0.41%
"Apr 29, 2008",375.67,373.48,377.19,372.8,6.92M,0.59%
"Apr 30, 2008",372.42,375.67,378.89,371.57,8.39M,-0.87%
"May 01, 2008",384.49,372.42,384.61,372.42,9.08M,3.24%
"May 02, 2008",384.11,384.49,386.39,380.48,8.97M,-0.10%
"May 05, 2008",381.65,384.11,385.44,380.56,9.86M,-0.64%
"May 06, 2008",385.3,381.65,386.48,378.63,9.76M,0.96%
"May 07, 2008",379.7,385.16,388.44,378.62,9.08M,-1.45%
"May 08, 2008",382.18,379.7,384.23,379.61,7.34M,0.65%
"May 09, 2008",380.49,382.18,382.41,378.1,5.80M,-0.44%
"May 12, 2008",385.44,380.49,386.97,380.39,6.77M,1.30%
"May 13, 2008",385.63,385.43,386.52,382.29,10.32M,0.05%
"May 14, 2008",386.9,385.63,392.32,385.63,10.01M,0.33%
"May 15, 2008",395.02,386.9,395.43,386.59,9.38M,2.10%
"May 16, 2008",395,395.02,395.41,390.32,9.45M,-0.01%
"May 19, 2008",392.85,395,398.56,390.88,9.22M,-0.54%
"May 20, 2008",387.23,392.85,392.85,385.27,8.76M,-1.43%
"May 21, 2008",379.82,387.23,389.76,378.83,9.02M,-1.91%
"May 22, 2008",381.6,379.82,383.8,379.68,7.86M,0.47%
"May 23, 2008",379.53,381.6,382.23,377.25,7.11M,-0.54%
"May 27, 2008",386.57,379.53,387.17,379.53,6.74M,1.85%
"May 28, 2008",387.94,386.56,389.43,384.61,6.70M,0.35%
"May 29, 2008",390.49,387.92,392.36,387.27,6.89M,0.66%
"May 30, 2008",392.73,390.49,394.78,390.49,7.93M,0.57%
"Jun 02, 2008",387.16,392.73,392.73,384.43,7.40M,-1.42%
"Jun 03, 2008",385.42,387.16,392.11,383.14,8.76M,-0.45%
"Jun 04, 2008",389.12,385.42,391.32,384.19,8.56M,0.96%
"Jun 05, 2008",395.6,389.12,396.33,389.12,8.82M,1.67%
"Jun 06, 2008",384.41,395.6,395.6,384.3,9.27M,-2.83%
"Jun 09, 2008",383.69,384.37,385.91,378.11,8.06M,-0.19%
"Jun 10, 2008",382.68,383.69,385.97,379.4,7.60M,-0.26%
"Jun 11, 2008",373.6,382.65,382.65,373.59,8.21M,-2.37%
"Jun 12, 2008",376.22,373.58,379.83,373.13,10.14M,0.70%
"Jun 13, 2008",383.82,376.22,384.89,376.22,9.05M,2.02%
"Jun 16, 2008",385.49,383.82,387.24,381.12,7.08M,0.44%
"Jun 17, 2008",382.46,385.49,386.82,382.13,6.75M,-0.79%
"Jun 18, 2008",377.54,382.46,382.46,376.54,7.56M,-1.29%
"Jun 19, 2008",382.1,377.54,384.53,373.52,8.12M,1.21%
"Jun 20, 2008",372.68,382.1,382.1,371.31,9.84M,-2.47%
"Jun 23, 2008",370.34,372.68,374.61,369.2,7.35M,-0.63%
"Jun 24, 2008",369.12,370.34,373.59,366.25,8.26M,-0.33%
"Jun 25, 2008",374.75,369.12,378.47,369.12,7.67M,1.53%
"Jun 26, 2008",361.45,374.74,374.74,361.38,8.65M,-3.55%
"Jun 27, 2008",359.93,361.45,362.01,355.19,8.95M,-0.42%
"Jun 30, 2008",356.35,359.93,361.45,356.22,7.51M,-0.99%
"Jul 01, 2008",357.65,356.35,358.55,350.67,10.48M,0.36%
"Jul 02, 2008",351.34,357.65,360.03,351.28,9.06M,-1.76%
"Jul 03, 2008",351.62,351.34,353.73,348.12,5.69M,0.08%
"Jul 07, 2008",354.35,351.62,359.16,349.13,9.83M,0.78%
"Jul 08, 2008",357.85,354.35,357.85,351.33,10.61M,0.99%
"Jul 09, 2008",346.31,357.85,357.85,346.27,9.97M,-3.22%
"Jul 10, 2008",350.71,346.31,351.58,343.98,9.76M,1.27%
"Jul 11, 2008",347.46,350.69,352.85,342.47,9.40M,-0.93%
"Jul 14, 2008",344.02,347.46,352.18,342.85,7.56M,-0.99%
"Jul 15, 2008",344.77,344.02,349.82,337.48,10.71M,0.22%
"Jul 16, 2008",352.69,344.77,352.86,342.41,9.53M,2.30%
"Jul 17, 2008",356.84,352.69,359.04,351.06,10.37M,1.18%
"Jul 18, 2008",351.65,356.84,356.84,348.05,9.44M,-1.45%
"Jul 21, 2008",349.28,351.65,353.06,347.48,7.22M,-0.67%
"Jul 22, 2008",348.84,349.28,349.28,342.28,10.88M,-0.13%
"Jul 23, 2008",353.73,348.85,357.04,348.85,10.34M,1.40%
"Jul 24, 2008",346.92,353.73,354.55,346.85,9.99M,-1.93%
"Jul 25, 2008",352.36,346.92,352.72,346.92,7.78M,1.57%
"Jul 28, 2008",344.9,352.36,352.38,344.25,6.98M,-2.12%
"Jul 29, 2008",352.23,344.87,353.15,344.87,7.48M,2.13%
"Jul 30, 2008",354.06,352.23,355.35,349.58,8.08M,0.52%
"Jul 31, 2008",351.84,354.06,356.76,350.78,9.63M,-0.63%
"Aug 01, 2008",349.61,351.84,353.21,345.79,7.66M,-0.63%
"Aug 04, 2008",348.27,349.61,351.43,347.77,7.25M,-0.38%
"Aug 05, 2008",357.96,348.27,357.96,348.27,8.40M,2.78%
"Aug 06, 2008",362.65,357.83,363.76,355.67,9.00M,1.31%
"Aug 07, 2008",362.46,362.65,366.74,358.48,9.28M,-0.05%
"Aug 08, 2008",370.48,362.46,370.82,361.65,7.83M,2.21%
"Aug 11, 2008",372.07,370.48,376.15,368.41,7.64M,0.43%
"Aug 12, 2008",371.93,372.07,374.03,370.3,7.19M,-0.04%
"Aug 13, 2008",371.53,371.92,374.04,368.3,6.82M,-0.11%
"Aug 14, 2008",374.14,371.53,376.06,368.92,6.81M,0.70%
"Aug 15, 2008",374.3,374.14,376.7,372.03,6.48M,0.04%
"Aug 18, 2008",369.31,374.3,375.14,366.97,6.14M,-1.33%
"Aug 19, 2008",364.26,369.31,369.31,362.92,6.04M,-1.37%
"Aug 20, 2008",365.45,364.26,368.79,363.33,6.52M,0.33%
"Aug 21, 2008",364.59,365.45,365.45,360.72,5.60M,-0.24%
"Aug 22, 2008",370.07,364.59,370.94,364.59,5.05M,1.50%
"Aug 25, 2008",363.5,370.07,370.07,362.77,5.11M,-1.78%
"Aug 26, 2008",362.08,363.5,364.28,360.02,5.01M,-0.39%
"Aug 27, 2008",364.96,362.06,367.25,361.33,5.24M,0.80%
"Aug 28, 2008",368.01,364.96,368.84,364.96,5.35M,0.84%
"Aug 29, 2008",358.94,368.01,368.01,358.25,6.77M,-2.46%
"Sep 02, 2008",353.97,358.94,365.64,352.74,7.78M,-1.38%
"Sep 03, 2008",347.87,353.97,353.97,345.77,8.97M,-1.72%
"Sep 04, 2008",336.55,347.87,347.87,336.48,10.37M,-3.25%
"Sep 05, 2008",335.73,336.55,338.29,331.5,9.31M,-0.24%
"Sep 08, 2008",337.5,335.7,341.98,331.75,9.65M,0.53%
"Sep 09, 2008",330.13,337.5,340.7,330.12,10.20M,-2.18%
"Sep 10, 2008",332.57,330.1,335.74,330.1,8.71M,0.74%
"Sep 11, 2008",336.96,332.55,337.49,327.08,9.01M,1.32%
"Sep 12, 2008",337.2,336.96,338.33,331,7.90M,0.07%
"Sep 15, 2008",324.99,337.2,337.2,324.99,8.92M,-3.62%
"Sep 16, 2008",326.78,324.99,330.12,317.5,12.74M,0.55%
"Sep 17, 2008",310.76,326.78,326.78,310.68,11.75M,-4.90%
"Sep 18, 2008",323.14,310.76,325.09,307.17,14.24M,3.98%
"Sep 19, 2008",332.62,323.14,335.74,323.14,13.57M,2.93%
"Sep 22, 2008",320.63,332.62,334,320.25,8.04M,-3.60%
"Sep 23, 2008",317.95,320.63,327.66,317.55,8.86M,-0.84%
"Sep 24, 2008",320.27,317.95,323.63,317.62,7.74M,0.73%
"Sep 25, 2008",326.61,320.27,330.83,320.27,8.36M,1.98%
"Sep 26, 2008",327.32,326.6,328.22,319.91,7.87M,0.22%
"Sep 29, 2008",297.15,327.32,327.32,297.15,12.43M,-9.22%
"Sep 30, 2008",313.19,297.15,315.3,297.15,10.08M,5.40%
"Oct 01, 2008",306.38,313.19,313.32,303.75,8.53M,-2.17%
"Oct 02, 2008",292.95,306.38,306.38,292.44,9.89M,-4.38%
"Oct 03, 2008",290.62,292.95,305.83,290.32,11.09M,-0.80%
"Oct 06, 2008",278.95,290.62,290.62,266.31,14.53M,-4.02%
"Oct 07, 2008",262.05,278.95,282.19,262.05,13.40M,-6.06%
"Oct 08, 2008",259.92,262.05,271.77,254.4,15.71M,-0.81%
"Oct 09, 2008",251.01,259.9,268.56,249.54,13.03M,-3.43%
"Oct 10, 2008",249.02,251.01,259.72,236.88,18.20M,-0.79%
"Oct 13, 2008",279.26,249.02,279.67,249.02,11.01M,12.14%
