,Date,Close,Open,High,Low,Vol.,Change %
4804,"Sep 29, 2008",297.15,327.32,327.32,297.15,12430000,-9.22%
4805,"Sep 30, 2008",313.19,297.15,315.3,297.15,10080000,5.40%
4806,"Oct 01, 2008",306.38,313.19,313.32,303.75,8530000,-2.17%
4807,"Oct 02, 2008",292.95,306.38,306.38,292.44,9890000,-4.38%
4808,"Oct 03, 2008",290.62,292.95,305.83,290.32,11090000,-0.80%
4809,"Oct 06, 2008",278.95,290.62,290.62,266.31,14530000,-4.02%
4810,"Oct 07, 2008",262.05,278.95,282.19,262.05,13400000,-6.06%
4811,"Oct 08, 2008",259.92,262.05,271.77,254.4,15710000,-0.81%
4812,"Oct 09, 2008",251.01,259.9,268.56,249.54,13030000,-3.43%
4813,"Oct 10, 2008",249.02,251.01,259.72,236.88,18200000,-0.79%
4814,"Oct 13, 2008",279.26,249.02,279.67,249.02,11010000,12.14%
4815,"Oct 14, 2008",268.36,279.26,287.14,264.31,12990000,-3.90%
4816,"Oct 15, 2008",247.76,268.36,268.36,247.47,12000000,-7.68%
4817,"Oct 16, 2008",259.68,247.76,259.68,236.14,15070000,4.81%
4818,"Oct 17, 2008",259.03,259.68,270.57,253.04,11600000,-0.25%
4819,"Oct 20, 2008",267.54,259.03,267.61,255.58,9140000,3.29%
4820,"Oct 21, 2008",252.7,267.54,267.54,252.24,9610000,-5.55%
4821,"Oct 22, 2008",241.26,252.7,252.95,235.56,11720000,-4.53%
4822,"Oct 23, 2008",241.52,241.26,246.47,230.25,12840000,0.11%
4823,"Oct 24, 2008",235.2,241.52,241.52,227.03,11630000,-2.62%
4824,"Oct 27, 2008",229.37,235.2,240.17,228.53,9560000,-2.48%
4825,"Oct 28, 2008",254.9,229.37,254.9,229.37,11460000,11.13%
4826,"Oct 29, 2008",251.51,254.87,260.22,249.01,11180000,-1.33%
4827,"Oct 30, 2008",257.18,251.51,260.31,251.51,11440000,2.25%
4828,"Oct 31, 2008",257.42,257.18,262.43,251.9,10420000,0.09%
4829,"Nov 03, 2008",255.82,257.42,259.47,254.24,7170000,-0.62%
4830,"Nov 04, 2008",265.03,255.82,265.58,255.82,8950000,3.60%
4831,"Nov 05, 2008",250.45,265.03,265.03,249.89,9580000,-5.50%
4832,"Nov 06, 2008",236.83,250.32,250.32,235.33,10930000,-5.44%
4833,"Nov 07, 2008",242.91,236.83,244.08,236.83,8110000,2.57%
4834,"Nov 10, 2008",238.2,242.89,246.87,235.61,7080000,-1.94%
4835,"Nov 11, 2008",233.31,238.2,238.2,229.53,7700000,-2.05%
4836,"Nov 12, 2008",221.43,233.31,233.31,221.43,8740000,-5.09%
4837,"Nov 13, 2008",234.88,221.41,234.95,208.89,13220000,6.07%
4838,"Nov 14, 2008",223.46,234.88,234.88,222.25,9670000,-4.86%
4839,"Nov 17, 2008",216.96,223.46,224.32,216.58,7880000,-2.91%
4840,"Nov 18, 2008",221.12,216.96,221.19,212.11,10880000,1.92%
4841,"Nov 19, 2008",208.24,221.11,223.76,208.24,10250000,-5.82%
4842,"Nov 20, 2008",198.51,208.24,214.9,198.12,13370000,-4.67%
4843,"Nov 21, 2008",209.98,198.51,210.15,196.48,13720000,5.78%
4844,"Nov 24, 2008",222.69,209.98,224.39,209.98,11180000,6.05%
4845,"Nov 25, 2008",219.29,222.69,225.2,214.86,10150000,-1.53%
4846,"Nov 26, 2008",228.49,219.29,228.63,216.48,7970000,4.20%
4847,"Nov 28, 2008",227.98,228.49,228.49,225.17,3260000,-0.22%
4848,"Dec 01, 2008",210.85,227.98,227.98,210.85,7860000,-7.51%
4849,"Dec 02, 2008",218.04,210.85,218.66,210.23,8530000,3.41%
4850,"Dec 03, 2008",223.93,218.02,224,212.29,9700000,2.70%
4851,"Dec 04, 2008",214.63,223.93,223.93,211.31,8960000,-4.15%
4852,"Dec 05, 2008",223.03,214.63,224.12,208.16,9240000,3.91%
4853,"Dec 08, 2008",234.59,223.03,237.18,223.03,9690000,5.18%
4854,"Dec 09, 2008",233.47,234.59,241.18,229.94,9500000,-0.48%
4855,"Dec 10, 2008",235.12,233.47,238.7,231.96,8070000,0.71%
4856,"Dec 11, 2008",227.41,235.09,236.01,226.27,7940000,-3.28%
4857,"Dec 12, 2008",232.93,227.41,233.96,222.85,7570000,2.43%
4858,"Dec 15, 2008",228.94,232.89,232.89,226.04,6580000,-1.71%
4859,"Dec 16, 2008",239.98,228.93,240.56,228.93,9390000,4.82%
4860,"Dec 17, 2008",235.83,239.98,239.98,232.98,8090000,-1.73%
4861,"Dec 18, 2008",230.01,235.82,236.67,227.39,7910000,-2.47%
4862,"Dec 19, 2008",232.05,230.01,235.79,230.01,9560000,0.89%
4863,"Dec 22, 2008",227.08,232.05,232.05,222.84,6280000,-2.14%
4864,"Dec 23, 2008",225,227.08,229.65,223.47,4910000,-0.92%
4865,"Dec 24, 2008",225.48,225,226.1,224.44,1820000,0.21%
4866,"Dec 26, 2008",225.91,225.48,226.42,224.71,2260000,0.19%
4867,"Dec 29, 2008",224.69,225.9,226.28,221.35,4630000,-0.54%
4868,"Dec 30, 2008",229.86,224.69,230.14,224.69,4870000,2.30%
4869,"Dec 31, 2008",231.81,229.86,234.27,229.59,5080000,0.85%
4870,"Jan 02, 2009",241.74,231.81,242.26,231.23,5770000,4.28%
4871,"Jan 05, 2009",241.94,241.74,244.42,238.83,7290000,0.08%
4872,"Jan 06, 2009",249.27,241.94,251.69,241.94,8790000,3.03%
4873,"Jan 07, 2009",240.1,249.27,249.27,238.56,8690000,-3.68%
4874,"Jan 08, 2009",242.18,240.1,242.3,236.91,7510000,0.87%
4875,"Jan 09, 2009",236.13,242.17,242.17,235.12,6830000,-2.50%
4876,"Jan 12, 2009",232.79,236.13,236.46,230.44,6610000,-1.41%
4877,"Jan 13, 2009",232.3,232.79,235.26,229.35,8310000,-0.21%
4878,"Jan 14, 2009",224.12,232.3,232.3,222.75,8040000,-3.52%
4879,"Jan 15, 2009",226.27,224.12,228.07,219.03,9930000,0.96%
4880,"Jan 16, 2009",228.61,226.27,230.98,222.78,9170000,1.03%
4881,"Jan 20, 2009",216.38,228.61,228.61,216.38,8040000,-5.35%
4882,"Jan 21, 2009",228.15,216.38,228.17,216.38,8430000,5.44%
4883,"Jan 22, 2009",222.84,228.15,228.15,218.96,10180000,-2.33%
4884,"Jan 23, 2009",226.46,222.84,229.84,218.58,8940000,1.62%
4885,"Jan 26, 2009",228.78,226.46,232.06,225.66,7290000,1.02%
4886,"Jan 27, 2009",231.44,228.78,233.15,228.37,7590000,1.16%
4887,"Jan 28, 2009",239.11,231.41,241.02,231.41,8430000,3.31%
4888,"Jan 29, 2009",231.36,239.11,239.11,230.69,7380000,-3.24%
4889,"Jan 30, 2009",224.68,231.36,232.56,224.03,8310000,-2.89%
4890,"Feb 02, 2009",228.01,224.68,230.01,222.27,8150000,1.48%
4891,"Feb 03, 2009",232.16,228.01,232.8,224.71,8590000,1.82%
4892,"Feb 04, 2009",233.18,232.16,238.88,232.07,9310000,0.44%
4893,"Feb 05, 2009",238.21,233.18,239.91,229.06,10550000,2.16%
4894,"Feb 06, 2009",246.36,238.08,247.51,238.03,9170000,3.42%
4895,"Feb 09, 2009",247.1,246.36,248.05,244.07,7750000,0.30%
4896,"Feb 10, 2009",236.3,247.1,247.82,235.33,10510000,-4.37%
4897,"Feb 11, 2009",237.57,236.3,239.25,234.06,7970000,0.54%
4898,"Feb 12, 2009",238.96,237.56,239.06,231.4,9490000,0.59%
4899,"Feb 13, 2009",238.48,238.96,241.85,237.83,7260000,-0.20%
4900,"Feb 17, 2009",227.66,238.48,238.48,227.39,8330000,-4.54%
4901,"Feb 18, 2009",228.61,227.66,231.77,225.85,7640000,0.42%
4902,"Feb 19, 2009",221.09,228.61,229,220.62,8530000,-3.29%
4903,"Feb 20, 2009",221.44,221.09,223.75,218.06,9940000,0.16%
4904,"Feb 23, 2009",211.61,221.44,222.37,211.14,8450000,-4.44%
4905,"Feb 24, 2009",218.9,211.61,220.12,211.61,9450000,3.45%
4906,"Feb 25, 2009",218.57,218.9,222.73,213.18,10000000,-0.15%
4907,"Feb 26, 2009",215.73,218.56,223.6,215.72,9110000,-1.30%
4908,"Feb 27, 2009",215.01,215.73,218.59,213.21,10170000,-0.33%
4909,"Mar 02, 2009",208.09,215.01,215.84,207.69,9270000,-3.22%
4910,"Mar 03, 2009",208.63,208.09,212.89,206.94,9560000,0.26%
4911,"Mar 04, 2009",214.22,208.62,217.31,208.62,10040000,2.68%
4912,"Mar 05, 2009",206.65,214.22,214.22,206.25,9760000,-3.53%
4913,"Mar 06, 2009",204.71,206.65,210.14,200.29,11010000,-0.94%
4914,"Mar 09, 2009",199.62,204.67,208.12,199.07,8830000,-2.49%
4915,"Mar 10, 2009",214.43,199.62,214.43,199.62,10500000,7.42%
4916,"Mar 11, 2009",218.96,214.43,220.69,213.64,9160000,2.11%
4917,"Mar 12, 2009",224.95,218.96,225.21,216.66,9260000,2.74%
4918,"Mar 13, 2009",224.7,224.95,225.69,221.28,8300000,-0.11%
4919,"Mar 16, 2009",220.84,224.7,226.87,220.65,8120000,-1.72%
4920,"Mar 17, 2009",229.43,220.84,229.43,220.84,8070000,3.89%
4921,"Mar 18, 2009",232.62,229.43,236.01,227.29,11910000,1.39%
4922,"Mar 19, 2009",233.62,232.62,235.88,232.18,9020000,0.43%
4923,"Mar 20, 2009",229.79,233.62,237.14,228.28,10500000,-1.64%
4924,"Mar 23, 2009",244.45,229.79,244.45,229.79,9350000,6.38%
4925,"Mar 24, 2009",240.27,244.45,244.45,239.47,7590000,-1.71%
4926,"Mar 25, 2009",240.46,240.27,245.63,235.29,9860000,0.08%
4927,"Mar 26, 2009",250.08,240.46,250.08,240.46,9710000,4.00%
4928,"Mar 27, 2009",243.26,250.07,250.07,242.53,6910000,-2.73%
4929,"Mar 30, 2009",236.25,243.26,243.26,233.04,7170000,-2.88%
4930,"Mar 31, 2009",240.99,236.25,245.25,236.25,8430000,2.01%
4931,"Apr 01, 2009",246.46,240.99,247.01,236.96,9920000,2.27%
4932,"Apr 02, 2009",254.26,246.46,258.76,246.46,11480000,3.16%
4933,"Apr 03, 2009",257.66,254.26,257.95,252.7,8930000,1.34%
4934,"Apr 06, 2009",254.94,257.66,257.66,250.03,8280000,-1.06%
4935,"Apr 07, 2009",248.07,254.94,254.94,246.81,7650000,-2.69%
4936,"Apr 08, 2009",252.37,248.06,254.54,248.06,7780000,1.73%
4937,"Apr 09, 2009",260.53,252.35,261.13,252.35,8850000,3.23%
4938,"Apr 13, 2009",259.13,260.53,260.84,256.12,6770000,-0.54%
4939,"Apr 14, 2009",256.83,259.13,259.22,254.84,7730000,-0.89%
4940,"Apr 15, 2009",255.16,256.83,256.83,251.03,8530000,-0.65%
4941,"Apr 16, 2009",263.3,255.16,264.32,255.16,8730000,3.19%
4942,"Apr 17, 2009",262.67,263.3,263.99,259.48,8440000,-0.24%
4943,"Apr 20, 2009",254.39,262.67,262.67,253.55,15880000,-3.15%
4944,"Apr 21, 2009",259.52,254.39,259.65,252.9,10050000,2.02%
4945,"Apr 22, 2009",260.06,259.52,265.45,256.54,10800000,0.21%
4946,"Apr 23, 2009",261.2,260.09,261.75,256.05,9940000,0.44%
4947,"Apr 24, 2009",267.8,261.2,268.9,261.2,10450000,2.53%
4948,"Apr 27, 2009",265.43,267.8,269.5,264.22,8110000,-0.88%
4949,"Apr 28, 2009",263.91,265.4,266.59,261.98,7350000,-0.57%
4950,"Apr 29, 2009",269.11,263.91,271.95,263.91,7750000,1.97%
4951,"Apr 30, 2009",270.01,269.11,276.25,268.16,9860000,0.33%
4952,"May 01, 2009",271.57,270.01,271.76,266.9,7160000,0.58%
4953,"May 04, 2009",276.83,271.57,276.85,271.57,8160000,1.94%
4954,"May 05, 2009",275.62,276.83,276.83,272.94,7830000,-0.44%
4955,"May 06, 2009",275.68,275.48,277.49,271.7,8600000,0.02%
4956,"May 07, 2009",266.95,275.68,276.62,264.68,10840000,-3.17%
4957,"May 08, 2009",266.85,266.95,269.25,263.1,10370000,-0.04%
4958,"May 11, 2009",266.95,266.85,269.8,262.53,7720000,0.04%
4959,"May 12, 2009",265.31,266.95,268.52,262.72,8090000,-0.61%
4960,"May 13, 2009",258.74,265.3,265.3,258.49,7960000,-2.48%
4961,"May 14, 2009",262.39,258.74,264.05,258.74,7350000,1.41%
4962,"May 15, 2009",262.15,262.39,265.57,261.69,7410000,-0.09%
4963,"May 18, 2009",269.17,262.15,269.19,262.15,6800000,2.68%
4964,"May 19, 2009",270.76,269.17,273.48,267.25,7050000,0.59%
4965,"May 20, 2009",268.79,270.76,274.31,267.89,8280000,-0.73%
4966,"May 21, 2009",264.36,268.79,268.79,261.47,7750000,-1.65%
4967,"May 22, 2009",263.15,264.36,266.5,261.02,5660000,-0.46%
4968,"May 26, 2009",271.72,263.15,272.35,261.23,7610000,3.26%
4969,"May 27, 2009",269.88,271.71,275.75,269.3,7640000,-0.68%
4970,"May 28, 2009",273.41,269.88,274.2,267.58,7650000,1.31%
4971,"May 29, 2009",276.49,273.41,276.56,271.5,8340000,1.13%
4972,"Jun 01, 2009",285.64,276.49,286.74,276.49,8930000,3.31%
4973,"Jun 02, 2009",284.27,285.64,287.99,282.58,7860000,-0.48%
4974,"Jun 03, 2009",282.97,284.27,284.27,279.54,7620000,-0.46%
4975,"Jun 04, 2009",287.18,282.97,287.33,282.97,6840000,1.49%
4976,"Jun 05, 2009",288.39,287.18,290.55,286.4,7560000,0.42%
4977,"Jun 08, 2009",287.55,288.35,289.69,282.95,6350000,-0.29%
4978,"Jun 09, 2009",290.19,287.55,292.06,287.55,7530000,0.92%
4979,"Jun 10, 2009",290.16,290.19,291.82,286,7550000,-0.01%
4980,"Jun 11, 2009",291.18,290.16,294.14,290.08,7850000,0.35%
4981,"Jun 12, 2009",290.64,291.18,291.18,286.53,6460000,-0.19%
4982,"Jun 15, 2009",285.98,290.64,290.64,283.51,7020000,-1.60%
4983,"Jun 16, 2009",283.05,285.98,288.3,283,7390000,-1.02%
4984,"Jun 17, 2009",284.86,283.05,287.09,281.55,7850000,0.64%
4985,"Jun 18, 2009",283.56,284.85,285.9,282.89,6810000,-0.46%
4986,"Jun 19, 2009",286.95,283.56,288.2,283.56,9400000,1.20%
4987,"Jun 22, 2009",278.98,286.95,286.95,278.58,8040000,-2.78%
4988,"Jun 23, 2009",278.57,278.98,279.99,276.54,7720000,-0.15%
4989,"Jun 24, 2009",282.38,278.57,285.13,278.57,8390000,1.37%
4990,"Jun 25, 2009",287.75,282.38,288.33,280.07,9080000,1.90%
4991,"Jun 26, 2009",287.51,287.75,288.66,285.95,8330000,-0.08%
4992,"Jun 29, 2009",289.45,287.51,290.85,287.28,6680000,0.67%
4993,"Jun 30, 2009",287.63,289.45,291.44,285.69,7540000,-0.63%
4994,"Jul 01, 2009",289.33,287.63,292.64,287.63,7130000,0.59%
4995,"Jul 02, 2009",282.5,289.33,289.33,282.18,6770000,-2.36%
4996,"Jul 06, 2009",281.48,282.5,282.74,278.59,7030000,-0.36%
4997,"Jul 07, 2009",274.42,281.48,282.01,274.06,7770000,-2.51%
4998,"Jul 08, 2009",274.84,274.41,276.23,271.17,8800000,0.15%
4999,"Jul 09, 2009",276.43,274.84,278,274.84,7020000,0.58%
5000,"Jul 10, 2009",277.48,276.43,278.79,274.62,6550000,0.38%
5001,"Jul 13, 2009",283.36,277.48,283.37,274.42,7300000,2.12%
5002,"Jul 14, 2009",284.06,283.36,284.39,281.04,7500000,0.25%
5003,"Jul 15, 2009",296.07,284.06,296.08,284.06,10710000,4.23%
5004,"Jul 16, 2009",300.98,296.07,301.54,294.64,8830000,1.66%
5005,"Jul 17, 2009",304.02,300.98,304.05,299.93,7900000,1.01%
5006,"Jul 20, 2009",306.97,304.02,307.19,303.99,7870000,0.97%
5007,"Jul 21, 2009",308.56,306.97,308.57,304,9240000,0.52%
5008,"Jul 22, 2009",310.05,308.56,311.11,307.69,9850000,0.48%
5009,"Jul 23, 2009",316,310.05,317.24,308.7,10950000,1.92%
5010,"Jul 24, 2009",313.92,316,316,308.68,8860000,-0.66%
5011,"Jul 27, 2009",313.13,313.92,314.17,310.06,6530000,-0.25%
5012,"Jul 28, 2009",314.1,313.13,314.61,309.18,7140000,0.31%
5013,"Jul 29, 2009",313.08,314.08,314.08,309.91,7920000,-0.32%
5014,"Jul 30, 2009",314.57,313.08,319.55,313.08,10240000,0.48%
5015,"Jul 31, 2009",313.92,314.57,317.11,313.64,7550000,-0.21%
5016,"Aug 03, 2009",318.46,313.92,318.6,313.92,7000000,1.45%
5017,"Aug 04, 2009",318.18,318.46,318.46,316.1,7090000,-0.09%
5018,"Aug 05, 2009",315.4,318.18,318.76,313.9,7560000,-0.87%
5019,"Aug 06, 2009",313.16,315.26,317.17,312.03,7670000,-0.71%
5020,"Aug 07, 2009",316.13,313.16,318.27,313.16,7040000,0.95%
5021,"Aug 10, 2009",314.34,316.13,316.13,312.54,5620000,-0.57%
5022,"Aug 11, 2009",311.16,314.34,314.34,310.49,6080000,-1.01%
5023,"Aug 12, 2009",316.34,311.16,319.09,311.16,7080000,1.66%
5024,"Aug 13, 2009",319.16,316.34,319.41,315.73,6820000,0.89%
5025,"Aug 14, 2009",316.23,319.16,319.16,313.62,6180000,-0.92%
5026,"Aug 17, 2009",307.86,316.23,316.23,307.61,6100000,-2.65%
5027,"Aug 18, 2009",312.35,307.86,312.87,307.86,5960000,1.46%
5028,"Aug 19, 2009",313.63,312.35,314.6,308.39,6550000,0.41%
5029,"Aug 20, 2009",316.92,313.63,317.43,313.23,6110000,1.05%
5030,"Aug 21, 2009",321.76,316.92,321.87,316.92,7520000,1.53%
5031,"Aug 24, 2009",321.51,321.76,324.54,320.59,6460000,-0.08%
5032,"Aug 25, 2009",321.85,321.5,324.24,320.91,6190000,0.11%
5033,"Aug 26, 2009",322.03,321.85,323.05,320,5890000,0.06%
5034,"Aug 27, 2009",323.19,322.01,323.5,317.66,6570000,0.36%
5035,"Aug 28, 2009",324.21,323.19,330.13,322.77,8370000,0.32%
5036,"Aug 31, 2009",321.3,324.21,324.21,319.09,6140000,-0.90%
5037,"Sep 01, 2009",315.11,321.3,324.95,314.35,8880000,-1.93%
5038,"Sep 02, 2009",314.98,315.11,316.54,313.49,6950000,-0.04%
5039,"Sep 03, 2009",316.58,314.98,316.77,313.17,7690000,0.51%
5040,"Sep 04, 2009",321.91,316.58,322.24,316.56,5570000,1.68%
5041,"Sep 08, 2009",324.29,321.91,324.64,321.91,7320000,0.74%
5042,"Sep 09, 2009",326.83,324.29,328.14,323.13,7770000,0.78%
5043,"Sep 10, 2009",331.21,326.83,331.32,326.45,8470000,1.34%
5044,"Sep 11, 2009",330.73,331.21,332.14,328.82,8080000,-0.14%
5045,"Sep 14, 2009",330.94,330.69,331.03,328.57,6610000,0.06%
5046,"Sep 15, 2009",332.87,330.94,333.5,330.28,7670000,0.58%
5047,"Sep 16, 2009",336.13,332.87,336.33,332.43,9290000,0.98%
5048,"Sep 17, 2009",335.41,336.13,337.44,334.2,8750000,-0.21%
5049,"Sep 18, 2009",335.87,335.41,337.88,334.63,9260000,0.14%
5050,"Sep 21, 2009",336,335.87,336.94,333.37,6660000,0.04%
5051,"Sep 22, 2009",337.23,336,337.85,335.75,6990000,0.37%
5052,"Sep 23, 2009",336.09,337.23,342.06,335.78,8650000,-0.34%
5053,"Sep 24, 2009",333.94,336.09,338.59,332.12,7590000,-0.64%
5054,"Sep 25, 2009",331.61,333.94,334.6,330.69,6920000,-0.70%
5055,"Sep 28, 2009",337.36,331.6,339.48,331.6,7670000,1.73%
5056,"Sep 29, 2009",335.02,337.36,338.74,334.31,7680000,-0.69%
5057,"Sep 30, 2009",335.65,335.02,338.13,330.33,9900000,0.19%
5058,"Oct 01, 2009",326.02,335.65,335.65,325.86,10370000,-2.87%
5059,"Oct 02, 2009",324.92,326.02,327.61,324.33,8310000,-0.34%
5060,"Oct 05, 2009",327.61,324.92,328.99,323.93,7980000,0.83%
5061,"Oct 06, 2009",333.84,327.61,334.79,327.61,8440000,1.90%
5062,"Oct 07, 2009",335.4,333.84,335.42,332.86,6880000,0.47%
5063,"Oct 08, 2009",336.72,335.4,339.38,335.4,8680000,0.39%
5064,"Oct 09, 2009",340.49,336.72,340.71,336.03,7610000,1.12%
5065,"Oct 12, 2009",341.43,340.49,343.17,339.36,6570000,0.28%
5066,"Oct 13, 2009",341.46,341.43,342.85,339.83,7610000,0.01%
5067,"Oct 14, 2009",346.44,341.46,346.81,341.46,9350000,1.46%
5068,"Oct 15, 2009",346.37,346.44,346.44,343.79,7880000,-0.02%
5069,"Oct 16, 2009",342.93,346.37,346.37,340.58,9010000,-0.99%
5070,"Oct 19, 2009",346.31,342.93,346.65,342.08,7260000,0.99%
5071,"Oct 20, 2009",346.32,346.31,348.14,344.06,8110000,0.00%
5072,"Oct 21, 2009",345.59,346.32,351.54,344.9,9640000,-0.21%
5073,"Oct 22, 2009",347.59,345.59,348.02,342.29,9030000,0.58%
5074,"Oct 23, 2009",346.51,347.59,352.9,345.5,10580000,-0.31%
5075,"Oct 26, 2009",345.39,346.51,351.59,344.2,8500000,-0.32%
5076,"Oct 27, 2009",342.19,345.39,347.08,341.03,8250000,-0.93%
5077,"Oct 28, 2009",336.02,342.16,342.47,335.34,9520000,-1.80%
5078,"Oct 29, 2009",342.62,336.02,343.02,336.02,8790000,1.96%
5079,"Oct 30, 2009",334.37,342.62,342.62,333.35,9580000,-2.41%
5080,"Nov 02, 2009",335.75,334.37,338.43,331.83,8250000,0.41%
5081,"Nov 03, 2009",334.77,335.75,335.75,331.39,8290000,-0.29%
5082,"Nov 04, 2009",337.01,334.77,340.62,334.77,8030000,0.67%
5083,"Nov 05, 2009",344.36,337.01,345.21,337.01,7600000,2.18%
5084,"Nov 06, 2009",344.73,344.22,345.8,342.04,6190000,0.11%
5085,"Nov 09, 2009",352.27,344.73,352.3,344.73,6850000,2.19%
5086,"Nov 10, 2009",352.22,352.27,353.53,350.64,7060000,-0.01%
5087,"Nov 11, 2009",354.31,352.22,355.74,352.22,7290000,0.59%
5088,"Nov 12, 2009",352.76,354.29,356.37,352.07,8670000,-0.44%
5089,"Nov 13, 2009",355.9,352.76,356.74,352.76,6570000,0.89%
5090,"Nov 16, 2009",359.52,355.9,360.45,355.9,7330000,1.02%
5091,"Nov 17, 2009",361.16,359.52,361.16,358.14,6460000,0.46%
5092,"Nov 18, 2009",359.31,361.16,361.16,357.3,6520000,-0.51%
5093,"Nov 19, 2009",353.56,359.31,359.31,351.36,7880000,-1.60%
5094,"Nov 20, 2009",351.28,353.56,353.56,349.98,6770000,-0.64%
5095,"Nov 23, 2009",356.88,351.28,358,351.28,6090000,1.59%
5096,"Nov 24, 2009",355.21,356.88,356.88,353.58,5810000,-0.47%
5097,"Nov 25, 2009",355.84,355.21,356.49,355.2,4580000,0.18%
5098,"Nov 27, 2009",350.11,355.84,355.84,346.92,3320000,-1.61%
5099,"Nov 30, 2009",351.1,350.11,351.51,347.59,6070000,0.28%
5100,"Dec 01, 2009",355.82,351.1,357.22,351.1,7260000,1.34%
5101,"Dec 02, 2009",355.41,355.81,358.57,354.68,6660000,-0.12%
5102,"Dec 03, 2009",354.84,355.41,358.6,354.6,7320000,-0.16%
5103,"Dec 04, 2009",357.91,354.84,361.48,353.87,8960000,0.87%
5104,"Dec 07, 2009",356.18,357.91,358.99,355.47,6630000,-0.48%
5105,"Dec 08, 2009",353.46,356.18,356.18,351.81,7590000,-0.76%
5106,"Dec 09, 2009",356.66,353.46,356.81,350.92,6980000,0.91%
5107,"Dec 10, 2009",358.24,356.66,359.78,356.66,6680000,0.44%
5108,"Dec 11, 2009",357.1,358.24,359.83,355.89,5580000,-0.32%
5109,"Dec 14, 2009",360.2,357.06,360.6,357.06,7250000,0.87%
5110,"Dec 15, 2009",358.28,360.2,361.32,357.46,6880000,-0.53%
5111,"Dec 16, 2009",359.57,358.28,361.69,358.28,8190000,0.36%
5112,"Dec 17, 2009",355.3,359.56,359.56,355.09,6510000,-1.19%
5113,"Dec 18, 2009",360.85,355.3,361.26,355.3,10110000,1.56%
5114,"Dec 21, 2009",364.71,360.86,366.17,360.86,6390000,1.07%
5115,"Dec 22, 2009",366.8,364.71,367.27,364.71,5570000,0.57%
5116,"Dec 23, 2009",368.95,366.8,369.22,366.8,5360000,0.59%
5117,"Dec 24, 2009",372.66,368.95,372.67,368.95,2270000,1.01%
5118,"Dec 28, 2009",373.48,372.66,374.34,371.37,4450000,0.22%
5119,"Dec 29, 2009",373.11,373.47,374.11,372.59,4090000,-0.10%
5120,"Dec 30, 2009",374.81,373.11,374.81,372.21,4100000,0.46%
5121,"Dec 31, 2009",370.71,374.81,375.26,370.62,4090000,-1.09%
5122,"Jan 04, 2010",376.46,370.71,377.5,370.71,6420000,1.55%
5123,"Jan 05, 2010",376.33,376.46,377.28,373.85,7700000,-0.03%
5124,"Jan 06, 2010",373.03,376.32,376.84,372.22,6720000,-0.88%
5125,"Jan 07, 2010",371.6,373.03,373.03,369.96,7240000,-0.38%
5126,"Jan 08, 2010",374.53,371.6,374.68,369.96,6780000,0.79%
5127,"Jan 11, 2010",372.93,374.53,375.98,370.84,6680000,-0.43%
5128,"Jan 12, 2010",368.66,372.93,372.93,366.87,8220000,-1.14%
5129,"Jan 13, 2010",372.15,368.66,373.14,366.78,7300000,0.95%
5130,"Jan 14, 2010",374.72,372.15,375.84,371.71,8570000,0.69%
5131,"Jan 15, 2010",369.97,374.72,375.73,368.8,10310000,-1.27%
5132,"Jan 19, 2010",375.79,369.97,376.05,369.97,6970000,1.57%
5133,"Jan 20, 2010",370.32,375.79,375.79,366.4,7890000,-1.46%
5134,"Jan 21, 2010",366.61,370.32,373.26,364.9,10280000,-1.00%
5135,"Jan 22, 2010",352.35,366.61,366.61,351.55,11300000,-3.89%
5136,"Jan 25, 2010",354.81,352.35,357.06,352.35,7900000,0.70%
5137,"Jan 26, 2010",354.81,354.81,359.48,353,9210000,0.00%
5138,"Jan 27, 2010",357,354.81,358.16,351.66,9360000,0.62%
5139,"Jan 28, 2010",346.5,356.97,357.23,344.59,12700000,-2.94%
5140,"Jan 29, 2010",339.38,346.5,350.03,337.44,13980000,-2.05%
5141,"Feb 01, 2010",344.4,339.38,344.46,339.38,8690000,1.48%
5142,"Feb 02, 2010",347.12,344.4,347.86,342.79,8370000,0.79%
5143,"Feb 03, 2010",348.13,347.12,348.9,345.06,8590000,0.29%
5144,"Feb 04, 2010",338.11,348.13,348.13,338.07,11440000,-2.88%
5145,"Feb 05, 2010",341.82,338.11,342.46,335.81,11410000,1.10%
5146,"Feb 08, 2010",340.02,341.68,344.31,339.87,7670000,-0.53%
5147,"Feb 09, 2010",343.51,340.02,346.49,340.02,8460000,1.03%
5148,"Feb 10, 2010",342.45,343.5,344.83,340.26,7530000,-0.31%
5149,"Feb 11, 2010",346.34,342.45,347.39,340.15,7840000,1.14%
5150,"Feb 12, 2010",346.55,346.34,347.67,341.68,9370000,0.06%
5151,"Feb 16, 2010",352.01,346.55,352.21,346.55,7110000,1.58%
5152,"Feb 17, 2010",353.34,352.01,353.75,351.64,6780000,0.38%
5153,"Feb 18, 2010",356.26,353.34,356.75,352.18,7020000,0.83%
5154,"Feb 19, 2010",355.83,356.26,356.98,353.64,7150000,-0.12%
5155,"Feb 22, 2010",354.84,355.83,357.04,354.04,5930000,-0.28%
5156,"Feb 23, 2010",349.98,354.84,354.84,348.44,6850000,-1.37%
5157,"Feb 24, 2010",353.66,349.96,354.97,349.96,7040000,1.05%
5158,"Feb 25, 2010",352.81,353.66,353.66,346.37,7410000,-0.24%
5159,"Feb 26, 2010",353.04,352.81,354.28,351.19,6260000,0.07%
